Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Year,Team,league,country
Joaquín Montecinos,cl,FW,26.0,27,19,1398,15.5,2,3,5,2,0,0,4,0,2.1,2.1,2.9,5.0,40,38,146,0.13,0.19,0.32,0.13,0.32,0.14,0.19,0.32,0.14,0.32,2022,Tijuana,liga_mx,mexico
José Antonio Rodríguez,mx,GK,30.0,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Tijuana,liga_mx,mexico
Jonathan Orozco,mx,GK,36.0,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Tijuana,liga_mx,mexico
Víctor Guzmán,mx,DF,20.0,16,16,1395,15.5,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,8,27,3,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,2022,Tijuana,liga_mx,mexico
Jair Díaz,mx,DF,23.0,21,15,1410,15.7,0,0,0,0,0,0,9,0,0.2,0.2,0.2,0.4,19,65,39,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2022,Tijuana,liga_mx,mexico
Rodrigo Godínez,mx,DF,29.0,14,13,1133,12.6,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,7,47,18,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,2022,Tijuana,liga_mx,mexico
Carlos Valenzuela,ar,MF,25.0,15,11,967,10.7,1,1,2,1,0,0,6,0,1.8,1.8,2.2,4.0,51,59,95,0.09,0.09,0.19,0.09,0.19,0.17,0.21,0.38,0.17,0.38,2022,Tijuana,liga_mx,mexico
Alejandro Martínez,ar,DF,25.0,14,8,781,8.7,1,1,2,1,0,0,1,0,0.7,0.7,1.2,2.0,40,37,84,0.12,0.12,0.23,0.12,0.23,0.08,0.14,0.23,0.08,0.23,2022,Tijuana,liga_mx,mexico
Lucas Cavallini,ca,FW,29.0,12,8,722,8.0,2,2,4,2,0,0,1,0,2.9,2.9,0.8,3.6,10,14,58,0.25,0.25,0.5,0.25,0.5,0.36,0.1,0.45,0.36,0.45,2022,Tijuana,liga_mx,mexico
Franco Di Santo,ar,FW,33.0,15,7,735,8.2,2,0,2,2,0,0,1,0,1.4,1.4,0.8,2.2,8,19,54,0.24,0.0,0.24,0.24,0.24,0.17,0.1,0.27,0.17,0.27,2022,Tijuana,liga_mx,mexico
Braian Romero,ar,FW,31.0,13,7,720,8.0,1,0,1,1,0,0,2,0,1.9,1.9,0.6,2.6,11,14,44,0.12,0.0,0.12,0.12,0.12,0.24,0.08,0.32,0.24,0.32,2022,Tijuana,liga_mx,mexico
Francisco Contreras,mx,DF,23.0,20,7,705,7.8,0,0,0,0,0,0,1,0,0.2,0.2,1.1,1.3,7,39,42,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16,2022,Tijuana,liga_mx,mexico
Edgar López,mx,FW,23.0,11,7,595,6.6,2,0,2,2,0,0,0,0,1.7,1.7,0.5,2.2,10,9,60,0.3,0.0,0.3,0.3,0.3,0.26,0.07,0.34,0.26,0.34,2022,Tijuana,liga_mx,mexico
Eduardo Armenta,mx,MF,20.0,10,7,475,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3,15,15,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,2022,Tijuana,liga_mx,mexico
Leonel López,mx,MF,28.0,11,6,535,5.9,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,10,44,11,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.24,0.11,0.24,2022,Tijuana,liga_mx,mexico
Renato Ibarra,ec,FW,31.0,14,5,588,6.5,2,1,3,2,0,0,1,0,2.1,2.1,1.5,3.5,23,33,37,0.31,0.15,0.46,0.31,0.46,0.32,0.22,0.54,0.32,0.54,2022,Tijuana,liga_mx,mexico
Kevin Castañeda,mx,MF,22.0,11,4,347,3.9,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,15,45,19,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.21,0.12,0.21,2022,Tijuana,liga_mx,mexico
Nicolás Freire,ar,DF,28.0,32,32,2862,31.8,2,1,3,2,0,0,8,1,0.8,0.7,1.1,1.8,10,118,6,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,2022,Pumas UNAM,liga_mx,mexico
Juan Ignacio Dinenno,ar,FW,27.0,34,32,2777,30.9,14,4,18,12,2,3,7,0,15.1,12.9,2.2,15.1,30,52,167,0.45,0.13,0.58,0.39,0.52,0.49,0.07,0.56,0.42,0.49,2022,Pumas UNAM,liga_mx,mexico
Eduardo Salvio,ar,MF,32.0,27,26,2182,24.2,9,3,12,7,2,2,0,0,7.6,6.0,5.3,11.3,126,67,230,0.37,0.12,0.49,0.29,0.41,0.31,0.22,0.53,0.25,0.46,2022,Pumas UNAM,liga_mx,mexico
Gustavo Del Prete,ar,MF,26.0,32,26,1979,22.0,5,3,8,5,0,0,5,1,6.8,6.8,3.9,10.7,58,72,120,0.23,0.14,0.36,0.23,0.36,0.31,0.18,0.49,0.31,0.49,2022,Pumas UNAM,liga_mx,mexico
Pablo Bennevendo Peña,mx,DF,22.0,28,22,2068,23.0,0,1,1,0,0,0,2,0,0.1,0.1,1.3,1.4,27,72,45,0.0,0.04,0.04,0.0,0.04,0.0,0.06,0.06,0.0,0.06,2022,Pumas UNAM,liga_mx,mexico
Arturo Ortiz,mx,DF,29.0,22,22,1929,21.4,0,0,0,0,0,0,5,1,0.6,0.6,0.9,1.6,15,107,7,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,2022,Pumas UNAM,liga_mx,mexico
Julio José González,mx,GK,31.0,20,20,1800,20.0,1,0,1,1,0,0,2,0,0.1,0.1,0.3,0.4,0,0,0,0.05,0.0,0.05,0.05,0.05,0.01,0.02,0.02,0.01,0.02,2022,Pumas UNAM,liga_mx,mexico
Higor Meritão,br,MF,28.0,24,20,1680,18.7,0,2,2,0,0,0,6,1,1.7,1.7,1.3,3.0,20,101,33,0.0,0.11,0.11,0.0,0.11,0.09,0.07,0.16,0.09,0.16,2022,Pumas UNAM,liga_mx,mexico
Adrián Aldrete,mx,DF,34.0,18,18,1437,16.0,1,2,3,1,0,0,3,1,0.3,0.3,0.8,1.1,8,47,29,0.06,0.13,0.19,0.06,0.19,0.02,0.05,0.07,0.02,0.07,2022,Pumas UNAM,liga_mx,mexico
César Huerta,mx,MF,21.0,26,16,1545,17.2,2,2,4,2,0,0,6,1,2.1,2.1,2.1,4.2,79,41,93,0.12,0.12,0.23,0.12,0.23,0.12,0.12,0.24,0.12,0.24,2022,Pumas UNAM,liga_mx,mexico
Diogo,br,FW,25.0,32,15,1700,18.9,6,1,7,6,0,0,3,1,6.3,6.3,1.4,7.7,31,28,128,0.32,0.05,0.37,0.32,0.37,0.33,0.07,0.41,0.33,0.41,2022,Pumas UNAM,liga_mx,mexico
José Galindo,mx,DF,24.0,14,13,970,10.8,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.4,4,19,6,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2022,Pumas UNAM,liga_mx,mexico
Dani Alves,br,MF,39.0,13,12,1125,12.5,0,5,5,0,0,0,3,0,0.7,0.7,2.8,3.5,16,99,29,0.0,0.4,0.4,0.0,0.4,0.05,0.23,0.28,0.05,0.28,2022,Pumas UNAM,liga_mx,mexico
Sebastián Sosa,uy,GK,35.0,12,12,1080,12.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Pumas UNAM,liga_mx,mexico
José Caicedo,co,MF,20.0,14,11,1017,11.3,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,12,60,1,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,2022,Pumas UNAM,liga_mx,mexico
Leonel López,mx,MF,28.0,14,11,844,9.4,0,4,4,0,0,0,6,0,0.4,0.4,1.5,1.9,17,82,25,0.0,0.43,0.43,0.0,0.43,0.04,0.16,0.2,0.04,0.2,2022,Pumas UNAM,liga_mx,mexico
Jesús Molina,mx,MF,34.0,14,10,883,9.8,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,3,23,4,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,2022,Pumas UNAM,liga_mx,mexico
Pablo Monroy,mx,DF,20.0,10,10,874,9.7,0,2,2,0,0,0,5,0,0.2,0.2,1.1,1.4,12,20,27,0.0,0.21,0.21,0.0,0.21,0.03,0.11,0.14,0.03,0.14,2022,Pumas UNAM,liga_mx,mexico
Ulises Rivas,mx,MF,26.0,11,7,559,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,2,12,10,0.16,0.0,0.16,0.16,0.16,0.06,0.02,0.08,0.06,0.08,2022,Pumas UNAM,liga_mx,mexico
Jerónimo Rodríguez,mx,DF,23.0,11,7,553,6.1,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.5,6,19,26,0.16,0.0,0.16,0.16,0.16,0.04,0.04,0.08,0.04,0.08,2022,Pumas UNAM,liga_mx,mexico
Jonathan Sánchez,mx,DF,28.0,7,6,498,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Pumas UNAM,liga_mx,mexico
Jorge Ruvalcaba,mx,MF,21.0,23,5,746,8.3,2,1,3,2,0,0,3,0,3.4,3.4,1.6,5.0,49,18,89,0.24,0.12,0.36,0.24,0.36,0.42,0.19,0.61,0.42,0.61,2022,Pumas UNAM,liga_mx,mexico
Alek Álvarez,mx,DF,19.0,12,3,477,5.3,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,15,23,13,0.0,0.19,0.19,0.0,0.19,0.0,0.23,0.23,0.0,0.23,2022,Pumas UNAM,liga_mx,mexico
Marco García,mx,MF,22.0,17,3,416,4.6,0,0,0,0,0,0,1,0,0.5,0.5,0.9,1.4,11,35,15,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,2022,Pumas UNAM,liga_mx,mexico
Pablo Barrera,mx,MF,35.0,34,33,2875,31.9,3,6,9,2,1,2,6,0,3.1,1.5,7.3,8.8,89,120,202,0.09,0.19,0.28,0.06,0.25,0.1,0.23,0.33,0.05,0.28,2022,Queretaro,liga_mx,mexico
Ángel Sepúlveda,mx,FW,31.0,29,26,2055,22.8,6,2,8,5,1,2,1,0,6.9,5.3,1.9,7.2,21,45,121,0.26,0.09,0.35,0.22,0.31,0.3,0.08,0.39,0.23,0.31,2022,Queretaro,liga_mx,mexico
Kevin Escamilla,mx,MF,28.0,30,25,2080,23.1,1,1,2,1,0,0,4,0,1.6,1.6,1.7,3.3,28,93,32,0.04,0.04,0.09,0.04,0.09,0.07,0.07,0.14,0.07,0.14,2022,Queretaro,liga_mx,mexico
Omar Israel Mendoza,mx,DF,33.0,28,25,2026,22.5,0,2,2,0,0,0,10,1,0.1,0.1,1.6,1.7,27,86,56,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,2022,Queretaro,liga_mx,mexico
Kevin Balanta,co,DF,25.0,24,23,2007,22.3,0,0,0,0,0,0,5,1,0.2,0.2,0.4,0.6,11,68,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2022,Queretaro,liga_mx,mexico
Gabriel Rojas,ar,DF,25.0,19,18,1634,18.2,0,3,3,0,0,0,4,0,0.3,0.3,2.0,2.3,36,46,87,0.0,0.17,0.17,0.0,0.17,0.02,0.11,0.13,0.02,0.13,2022,Queretaro,liga_mx,mexico
Gil Alcalá,mx,GK,30.0,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Queretaro,liga_mx,mexico
Rodrigo López,mx,MF,20.0,28,17,1403,15.6,2,0,2,2,0,0,6,0,1.5,1.5,1.1,2.7,24,71,61,0.13,0.0,0.13,0.13,0.13,0.1,0.07,0.17,0.1,0.17,2022,Queretaro,liga_mx,mexico
Rafael Fernández,mx,DF,21.0,18,16,1406,15.6,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,11,43,17,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06,2022,Queretaro,liga_mx,mexico
Jorge Daniel Hernández,mx,MF,33.0,23,16,1249,13.9,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,3,59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2022,Queretaro,liga_mx,mexico
Christian Rivera,co,MF,26.0,13,13,1170,13.0,1,1,2,1,0,0,7,0,0.9,0.9,0.5,1.4,16,71,13,0.08,0.08,0.15,0.08,0.15,0.06,0.03,0.09,0.06,0.09,2022,Queretaro,liga_mx,mexico
Jordan Silva,mx,DF,28.0,13,12,1154,12.8,1,0,1,1,0,0,2,0,1.1,1.1,0.4,1.5,2,24,1,0.08,0.0,0.08,0.08,0.08,0.08,0.03,0.12,0.08,0.12,2022,Queretaro,liga_mx,mexico
Miguel Barbieri,ar,DF,28.0,15,12,1106,12.3,2,0,2,2,0,0,5,0,1.2,1.2,0.0,1.2,2,28,3,0.16,0.0,0.16,0.16,0.16,0.1,0.0,0.1,0.1,0.1,2022,Queretaro,liga_mx,mexico
Leonardo Sequeira,ar,MF,27.0,13,11,998,11.1,0,0,0,0,0,0,3,0,2.1,2.1,1.6,3.7,23,13,79,0.0,0.0,0.0,0.0,0.0,0.19,0.14,0.33,0.19,0.33,2022,Queretaro,liga_mx,mexico
José Zúñiga,co,FW,28.0,17,10,984,10.9,2,1,3,2,0,0,1,0,4.0,4.0,0.4,4.4,16,12,60,0.18,0.09,0.27,0.18,0.27,0.37,0.04,0.4,0.37,0.4,2022,Queretaro,liga_mx,mexico
Ariel Nahuelpán,ar,FW,34.0,15,10,924,10.3,4,0,4,3,1,1,0,0,3.4,2.7,1.0,3.7,4,21,44,0.39,0.0,0.39,0.29,0.29,0.34,0.1,0.43,0.26,0.36,2022,Queretaro,liga_mx,mexico
Jonathan Perlaza,ec,DF,24.0,13,10,910,10.1,0,1,1,0,0,0,2,0,0.5,0.5,0.8,1.3,9,26,20,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.12,0.05,0.12,2022,Queretaro,liga_mx,mexico
Washington Aguerre,uy,GK,29.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Queretaro,liga_mx,mexico
José Antonio Rodríguez,mx,GK,30.0,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Queretaro,liga_mx,mexico
David Barbona,ar,MF,27.0,10,8,569,6.3,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,21,37,34,0.0,0.0,0.0,0.0,0.0,0.13,0.18,0.31,0.13,0.31,2022,Queretaro,liga_mx,mexico
Ettson Ayon,mx,FW,21.0,20,7,708,7.9,4,0,4,4,0,0,2,0,2.8,2.8,0.4,3.2,8,6,43,0.51,0.0,0.51,0.51,0.51,0.36,0.06,0.42,0.36,0.42,2022,Queretaro,liga_mx,mexico
Enzo Martínez,uy,DF,24.0,7,7,556,6.2,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.3,4,23,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,2022,Queretaro,liga_mx,mexico
Jonathan Torres,ar,FW,25.0,14,6,586,6.5,1,1,2,1,0,0,1,0,0.9,0.9,0.4,1.4,7,4,27,0.15,0.15,0.31,0.15,0.31,0.15,0.07,0.21,0.15,0.21,2022,Queretaro,liga_mx,mexico
Mario Osuna,mx,MF,33.0,10,5,485,5.4,1,1,2,0,1,1,1,0,0.9,0.1,0.3,0.4,6,24,5,0.19,0.19,0.37,0.0,0.19,0.17,0.05,0.22,0.02,0.07,2022,Queretaro,liga_mx,mexico
Roberto Meraz,mx,MF,22.0,31,27,2313,25.7,2,1,3,2,0,0,8,1,1.2,1.2,1.0,2.1,6,71,38,0.08,0.04,0.12,0.08,0.12,0.04,0.04,0.08,0.04,0.08,2022,Mazatlan,liga_mx,mexico
Jefferson Intriago,ec,MF,26.0,27,26,2307,25.6,0,1,1,0,0,0,8,0,0.4,0.4,0.6,1.0,23,145,31,0.0,0.04,0.04,0.0,0.04,0.01,0.02,0.04,0.01,0.04,2022,Mazatlan,liga_mx,mexico
Nicolás Benedetti,co,MF,25.0,29,26,2104,23.4,7,5,12,7,0,1,3,1,5.3,4.6,4.4,9.0,99,101,167,0.3,0.21,0.51,0.3,0.51,0.23,0.19,0.42,0.19,0.38,2022,Mazatlan,liga_mx,mexico
Néstor Vidrio,mx,DF,33.0,27,25,2282,25.4,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.7,14,65,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2022,Mazatlan,liga_mx,mexico
Bryan Colula,mx,DF,26.0,28,23,1933,21.5,2,1,3,2,0,0,6,0,1.5,1.5,0.6,2.2,32,77,95,0.09,0.05,0.14,0.09,0.14,0.07,0.03,0.1,0.07,0.1,2022,Mazatlan,liga_mx,mexico
Édgar Yoel Bárcenas,pa,FW,28.0,28,22,2040,22.7,0,4,4,0,0,0,4,0,3.0,3.0,3.6,6.6,80,80,133,0.0,0.18,0.18,0.0,0.18,0.13,0.16,0.29,0.13,0.29,2022,Mazatlan,liga_mx,mexico
Nicolás Vikonis,uy,GK,38.0,22,22,1935,21.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Mazatlan,liga_mx,mexico
Oswaldo Alanís,mx,DF,33.0,22,19,1723,19.1,3,0,3,3,0,0,1,0,0.9,0.9,0.0,0.9,6,49,2,0.16,0.0,0.16,0.16,0.16,0.05,0.0,0.05,0.05,0.05,2022,Mazatlan,liga_mx,mexico
Andres Montaño,mx,MF,20.0,22,14,1160,12.9,2,0,2,2,0,0,1,0,1.4,1.4,1.3,2.7,17,78,28,0.16,0.0,0.16,0.16,0.16,0.11,0.1,0.21,0.11,0.21,2022,Mazatlan,liga_mx,mexico
Eduard Bello,ve,FW,26.0,24,13,1214,13.5,4,1,5,4,0,0,4,0,1.9,1.9,0.9,2.9,22,37,90,0.3,0.07,0.37,0.3,0.37,0.14,0.07,0.21,0.14,0.21,2022,Mazatlan,liga_mx,mexico
Jorge Antonio Padilla,mx,DF,28.0,19,12,1164,12.9,0,1,1,0,0,0,2,0,0.5,0.5,1.3,1.7,17,47,51,0.0,0.08,0.08,0.0,0.08,0.03,0.1,0.13,0.03,0.13,2022,Mazatlan,liga_mx,mexico
Ricardo Gutiérrez,mx,GK,25.0,13,12,1125,12.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Mazatlan,liga_mx,mexico
Facundo Almada,ar,DF,24.0,14,12,1116,12.4,1,1,2,1,0,0,4,0,0.6,0.6,1.1,1.7,8,45,5,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14,2022,Mazatlan,liga_mx,mexico
Francisco Eduardo Venegas,mx,DF,24.0,14,12,949,10.5,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,12,43,19,0.09,0.0,0.09,0.09,0.09,0.06,0.05,0.12,0.06,0.12,2022,Mazatlan,liga_mx,mexico
Carlos Alonso Vargas,mx,DF,23.0,13,12,930,10.3,0,0,0,0,0,0,6,1,0.4,0.4,0.7,1.0,17,32,18,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,2022,Mazatlan,liga_mx,mexico
Efraín Orona,mx,DF,23.0,18,11,1099,12.2,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,5,33,9,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2022,Mazatlan,liga_mx,mexico
Raúl Sandoval,mx,DF,22.0,18,11,858,9.5,0,0,0,0,0,0,1,1,0.1,0.1,0.4,0.5,23,23,54,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,2022,Mazatlan,liga_mx,mexico
Josué Colmán,py,MF,24.0,25,10,1044,11.6,0,1,1,0,0,0,1,0,1.1,1.1,1.0,2.1,31,45,69,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.18,0.1,0.18,2022,Mazatlan,liga_mx,mexico
Gonzalo Sosa,ar,FW,33.0,14,10,810,9.0,1,1,2,0,1,2,3,0,2.2,0.6,0.8,1.5,1,17,40,0.11,0.11,0.22,0.0,0.11,0.25,0.09,0.34,0.07,0.16,2022,Mazatlan,liga_mx,mexico
Miguel Sansores,mx,FW,31.0,21,8,792,8.8,2,1,3,2,0,0,3,0,3.0,3.0,0.8,3.8,5,10,38,0.23,0.11,0.34,0.23,0.34,0.34,0.09,0.43,0.34,0.43,2022,Mazatlan,liga_mx,mexico
Arnaud Ake,ci,FW,24.0,12,8,771,8.6,2,2,4,2,0,0,1,0,2.5,2.5,0.6,3.1,14,13,49,0.23,0.23,0.47,0.23,0.47,0.29,0.07,0.36,0.29,0.36,2022,Mazatlan,liga_mx,mexico
Marco Fabián,mx,MF,33.0,17,8,758,8.4,1,1,2,1,0,0,2,0,1.3,1.3,1.0,2.3,8,38,52,0.12,0.12,0.24,0.12,0.24,0.16,0.12,0.28,0.16,0.28,2022,Mazatlan,liga_mx,mexico
Brian Rubio,mx,FW,25.0,15,7,685,7.6,0,0,0,0,0,0,3,0,1.8,1.8,0.2,2.0,12,13,47,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.26,0.24,0.26,2022,Mazatlan,liga_mx,mexico
Alfonso Emilio Sánchez,mx,MF,28.0,20,6,647,7.2,2,0,2,2,0,0,4,0,0.7,0.7,0.1,0.9,6,27,13,0.28,0.0,0.28,0.28,0.28,0.1,0.02,0.12,0.1,0.12,2022,Mazatlan,liga_mx,mexico
Luis Ángel Malagón,mx,GK,26.0,29,29,2565,28.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,America,liga_mx,mexico
Álvaro Fidalgo,es,MF,26.0,29,26,2347,26.1,2,3,5,2,0,0,2,0,2.9,2.9,3.1,6.0,95,292,87,0.08,0.12,0.19,0.08,0.19,0.11,0.12,0.23,0.11,0.23,2023,America,liga_mx,mexico
Jonathan dos Santos,mx,MF,33.0,31,26,2338,26.0,0,1,1,0,0,0,7,0,0.4,0.4,1.0,1.4,27,178,26,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.05,0.01,0.05,2023,America,liga_mx,mexico
Julián Quiñones,mx,FW,26.0,29,24,2004,22.3,12,7,19,10,2,2,4,0,15.7,14.3,6.9,21.2,43,86,185,0.54,0.31,0.85,0.45,0.76,0.71,0.31,1.01,0.64,0.95,2023,America,liga_mx,mexico
Kevin Álvarez,mx,DF,24.0,27,21,1954,21.7,1,4,5,1,0,0,6,1,1.6,1.6,3.6,5.2,62,74,132,0.05,0.18,0.23,0.05,0.23,0.07,0.16,0.24,0.07,0.24,2023,America,liga_mx,mexico
Alejandro Zendejas,us,FW,25.0,30,20,1768,19.6,9,6,15,9,0,0,4,0,4.4,4.4,3.5,7.9,61,104,154,0.46,0.31,0.76,0.46,0.76,0.22,0.18,0.4,0.22,0.4,2023,America,liga_mx,mexico
Igor Lichnovsky,cl,DF,29.0,22,20,1765,19.6,2,1,3,2,0,0,10,0,1.3,1.3,0.3,1.6,12,61,5,0.1,0.05,0.15,0.1,0.15,0.07,0.02,0.08,0.07,0.08,2023,America,liga_mx,mexico
Diego Valdés,cl,MF,29.0,25,20,1733,19.3,11,5,16,11,0,0,2,0,7.3,7.3,6.4,13.7,55,159,141,0.57,0.26,0.83,0.57,0.83,0.38,0.33,0.71,0.38,0.71,2023,America,liga_mx,mexico
Henry Martín,mx,FW,30.0,24,17,1557,17.3,9,8,17,7,2,3,1,0,9.2,7.5,5.3,12.8,16,34,90,0.52,0.46,0.98,0.4,0.87,0.53,0.3,0.84,0.43,0.74,2023,America,liga_mx,mexico
Sebastián Cáceres,uy,DF,23.0,20,17,1459,16.2,0,0,0,0,0,0,4,0,0.7,0.7,0.1,0.7,2,21,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,2023,America,liga_mx,mexico
Israel Reyes,mx,DF,23.0,21,16,1380,15.3,0,0,0,0,0,0,1,0,1.3,1.3,0.4,1.7,9,51,17,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,2023,America,liga_mx,mexico
Ramón Juárez,mx,DF,22.0,23,15,1470,16.3,0,0,0,0,0,0,1,0,1.2,1.2,0.0,1.2,0,23,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,2023,America,liga_mx,mexico
Luis Fernando Fuentes,mx,DF,36.0,22,15,1306,14.5,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.6,17,55,50,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2023,America,liga_mx,mexico
Richard Sánchez,py,MF,27.0,27,14,1472,16.4,2,4,6,2,0,0,3,1,1.3,1.3,3.4,4.7,28,143,28,0.12,0.24,0.37,0.12,0.37,0.08,0.21,0.29,0.08,0.29,2023,America,liga_mx,mexico
Brian Rodríguez,uy,FW,23.0,27,14,1320,14.7,5,3,8,5,0,0,0,1,4.3,4.3,4.3,8.6,113,32,199,0.34,0.2,0.55,0.34,0.55,0.29,0.3,0.59,0.29,0.59,2023,America,liga_mx,mexico
Salvador Reyes Chávez,mx,DF,25.0,24,11,1123,12.5,4,1,5,4,0,0,1,0,1.1,1.1,1.0,2.1,28,23,84,0.32,0.08,0.4,0.32,0.4,0.09,0.08,0.17,0.09,0.17,2023,America,liga_mx,mexico
Cristian Calderón,mx,DF,26.0,14,11,964,10.7,0,1,1,0,0,0,1,0,0.7,0.7,1.5,2.1,14,35,56,0.0,0.09,0.09,0.0,0.09,0.06,0.14,0.2,0.06,0.2,2023,America,liga_mx,mexico
Jonathan Rodríguez,uy,FW,30.0,16,8,814,9.0,7,1,8,6,1,2,3,0,5.5,3.8,1.6,5.4,23,24,63,0.77,0.11,0.88,0.66,0.77,0.61,0.18,0.79,0.42,0.6,2023,America,liga_mx,mexico
Leonardo Suárez,ar,FW,27.0,13,8,644,7.2,2,3,5,2,0,0,3,0,1.8,1.8,2.2,4.0,18,50,57,0.28,0.42,0.7,0.28,0.7,0.26,0.31,0.56,0.26,0.56,2023,America,liga_mx,mexico
