Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Year,Team,league,country
Juan Quintero,co,DF,23.0,37,37,3308,36.8,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.5,37,141,4,0.03,0.0,0.03,0.03,0.03,0.01,0.0,0.01,0.01,0.01,2019,Fortaleza,brasileirao,brasil
Felipe Alves Raymundo,br,GK,30.0,32,32,2825,31.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Fortaleza,brasileirao,brasil
Juninho,br,MF,32.0,32,30,2714,30.2,3,6,9,1,2,2,5,0,3.2,1.7,5.4,7.1,21,181,39,0.1,0.2,0.3,0.03,0.23,0.11,0.18,0.29,0.05,0.23,2019,Fortaleza,brasileirao,brasil
Felipe,br,MF,24.0,30,30,2662,29.6,0,1,1,0,0,0,12,0,0.7,0.7,1.1,1.8,41,182,33,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.06,0.02,0.06,2019,Fortaleza,brasileirao,brasil
Romarinho,br,MF,24.0,32,29,2281,25.3,3,5,8,3,0,0,1,0,3.2,3.2,4.7,8.0,110,92,157,0.12,0.2,0.32,0.12,0.32,0.13,0.19,0.31,0.13,0.31,2019,Fortaleza,brasileirao,brasil
Wellington Paulista,br,FW,34.0,31,28,2433,27.0,13,3,16,8,5,5,7,0,12.8,8.9,3.2,12.1,9,27,80,0.48,0.11,0.59,0.3,0.41,0.47,0.12,0.59,0.33,0.45,2019,Fortaleza,brasileirao,brasil
Carlinhos,br,DF,32.0,27,27,2428,27.0,1,2,3,1,0,0,9,1,1.4,1.4,2.2,3.6,50,82,109,0.04,0.07,0.11,0.04,0.11,0.05,0.08,0.13,0.05,0.13,2019,Fortaleza,brasileirao,brasil
Gabriel Dias,br,DF,24.0,28,25,2211,24.6,2,2,4,2,0,0,11,1,1.0,1.0,2.0,3.0,19,45,88,0.08,0.08,0.16,0.08,0.16,0.04,0.08,0.12,0.04,0.12,2019,Fortaleza,brasileirao,brasil
Osvaldo,br,FW,31.0,32,22,1715,19.1,7,5,12,7,0,0,3,1,5.6,5.6,3.5,9.1,84,49,131,0.37,0.26,0.63,0.37,0.63,0.3,0.18,0.48,0.3,0.48,2019,Fortaleza,brasileirao,brasil
Edinho,br,FW,24.0,29,20,1748,19.4,3,1,4,3,0,0,1,0,1.9,1.9,1.2,3.1,55,68,138,0.15,0.05,0.21,0.15,0.21,0.1,0.06,0.16,0.1,0.16,2019,Fortaleza,brasileirao,brasil
Guilherme Tinga,br,DF,25.0,23,19,1824,20.3,4,2,6,4,0,0,0,0,3.0,3.0,1.9,4.9,39,82,84,0.2,0.1,0.3,0.2,0.3,0.15,0.09,0.24,0.15,0.24,2019,Fortaleza,brasileirao,brasil
André Luis,br,FW,21.0,24,17,1382,15.4,2,0,2,2,0,0,4,0,1.6,1.6,0.5,2.1,27,23,101,0.13,0.0,0.13,0.13,0.13,0.11,0.03,0.14,0.11,0.14,2019,Fortaleza,brasileirao,brasil
Bruno Melo,br,DF,26.0,14,13,1183,13.1,3,3,6,2,1,2,3,1,2.7,1.1,2.0,3.1,22,52,37,0.23,0.23,0.46,0.15,0.38,0.21,0.15,0.36,0.09,0.24,2019,Fortaleza,brasileirao,brasil
Roger Carvalho,br,DF,32.0,12,12,984,10.9,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,3,27,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2019,Fortaleza,brasileirao,brasil
Paulão,br,DF,32.0,12,11,1005,11.2,2,0,2,2,0,0,3,1,1.3,1.3,0.0,1.3,3,25,1,0.18,0.0,0.18,0.18,0.18,0.11,0.0,0.11,0.11,0.11,2019,Fortaleza,brasileirao,brasil
Jackson de Souza,br,DF,28.0,11,11,908,10.1,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,23,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2019,Fortaleza,brasileirao,brasil
Kieza,br,FW,32.0,24,10,1172,13.0,1,0,1,1,0,0,2,0,4.0,4.0,0.6,4.6,18,22,52,0.08,0.0,0.08,0.08,0.08,0.31,0.04,0.35,0.31,0.35,2019,Fortaleza,brasileirao,brasil
Felipe Araruna,br,MF,22.0,9,7,625,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,4,28,15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2019,Fortaleza,brasileirao,brasil
Marcelo Boeck,br,GK,34.0,7,6,595,6.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Fortaleza,brasileirao,brasil
Marcinho,br,MF,23.0,8,6,468,5.2,2,2,4,2,0,0,2,0,1.8,1.8,1.1,3.0,18,7,31,0.38,0.38,0.77,0.38,0.77,0.35,0.21,0.57,0.35,0.57,2019,Fortaleza,brasileirao,brasil
Felipe Pires,br,FW,23.0,11,5,540,6.0,1,1,2,1,0,0,0,0,1.0,1.0,1.2,2.2,28,11,49,0.17,0.17,0.33,0.17,0.33,0.17,0.2,0.37,0.17,0.37,2019,Fortaleza,brasileirao,brasil
Júnior Santos,br,FW,24.0,6,5,339,3.8,0,0,0,0,0,0,0,0,1.5,1.5,0.3,1.8,13,1,27,0.0,0.0,0.0,0.0,0.0,0.41,0.07,0.48,0.41,0.48,2019,Fortaleza,brasileirao,brasil
Marlon,br,MF,28.0,19,3,575,6.4,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,17,17,24,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.18,0.03,0.18,2019,Fortaleza,brasileirao,brasil
Nathan Otávio Ribeiro,br,DF,28.0,5,3,307,3.4,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,2,12,0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,2019,Fortaleza,brasileirao,brasil
Tadeu,br,GK,26.0,37,37,3297,36.6,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019,Goias,brasileirao,brasil
Michael,br,FW,22.0,35,35,3023,33.6,9,5,14,9,0,0,6,1,9.0,9.0,5.0,14.0,173,53,313,0.27,0.15,0.42,0.27,0.42,0.27,0.15,0.42,0.27,0.42,2019,Goias,brasileirao,brasil
Leandro Barcia,uy,FW,26.0,35,32,2783,30.9,5,3,8,5,0,0,9,0,6.4,6.4,3.5,9.9,45,37,185,0.16,0.1,0.26,0.16,0.26,0.21,0.11,0.32,0.21,0.32,2019,Goias,brasileirao,brasil
Jefferson,br,DF,22.0,33,31,2648,29.4,1,2,3,1,0,0,5,0,1.0,1.0,1.3,2.3,49,98,95,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.08,0.03,0.08,2019,Goias,brasileirao,brasil
Léo Sena,br,MF,23.0,33,31,2468,27.4,0,2,2,0,0,0,8,1,0.5,0.5,2.5,3.0,97,259,27,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11,2019,Goias,brasileirao,brasil
Rafael Vaz,br,DF,30.0,32,30,2791,31.0,5,1,6,5,0,0,2,0,2.8,2.8,1.3,4.1,29,104,9,0.16,0.03,0.19,0.16,0.19,0.09,0.04,0.13,0.09,0.13,2019,Goias,brasileirao,brasil
Fábio Sanches,br,DF,28.0,25,25,2250,25.0,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.3,0,19,0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,2019,Goias,brasileirao,brasil
Yago,br,MF,23.0,30,25,2219,24.7,2,2,4,2,0,0,5,1,2.0,2.0,1.4,3.4,33,103,56,0.08,0.08,0.16,0.08,0.16,0.08,0.06,0.14,0.08,0.14,2019,Goias,brasileirao,brasil
Yago Rocha,br,DF,24.0,21,20,1525,16.9,0,0,0,0,0,0,3,1,0.2,0.2,0.9,1.1,29,50,55,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,2019,Goias,brasileirao,brasil
Rafael Moura,br,FW,35.0,23,19,1597,17.7,9,1,10,7,2,2,6,1,7.4,5.8,1.3,7.2,15,33,67,0.51,0.06,0.56,0.39,0.45,0.42,0.08,0.49,0.33,0.4,2019,Goias,brasileirao,brasil
Gilberto,br,MF,30.0,20,18,1598,17.8,1,0,1,1,0,0,4,0,0.7,0.7,0.7,1.4,6,63,3,0.06,0.0,0.06,0.06,0.06,0.04,0.04,0.08,0.04,0.08,2019,Goias,brasileirao,brasil
Kayke Rodrigues,br,FW,30.0,19,18,1488,16.5,6,3,9,4,2,2,3,0,5.6,4.0,3.0,7.0,22,35,81,0.36,0.18,0.54,0.24,0.42,0.34,0.18,0.52,0.24,0.43,2019,Goias,brasileirao,brasil
Geovane,br,MF,29.0,17,16,1383,15.4,0,0,0,0,0,0,5,0,0.8,0.8,0.9,1.7,6,57,13,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,2019,Goias,brasileirao,brasil
Daniel Guedes,br,DF,24.0,15,13,1218,13.5,0,0,0,0,0,0,3,0,0.2,0.2,1.2,1.4,31,44,42,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,2019,Goias,brasileirao,brasil
Yago,br,DF,26.0,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,2019,Goias,brasileirao,brasil
Giovanni Augusto,br,MF,29.0,12,10,772,8.6,0,1,1,0,0,0,3,1,1.2,1.2,1.9,3.1,31,46,53,0.0,0.12,0.12,0.0,0.12,0.14,0.22,0.36,0.14,0.36,2019,Goias,brasileirao,brasil
Marcelo Hermes,br,DF,23.0,12,7,736,8.2,0,3,3,0,0,0,3,0,0.2,0.2,1.1,1.3,13,17,27,0.0,0.37,0.37,0.0,0.37,0.02,0.13,0.16,0.02,0.16,2019,Goias,brasileirao,brasil
David Duarte,br,DF,24.0,7,7,539,6.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0,12,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.12,0.1,0.12,2019,Goias,brasileirao,brasil
Thalles,br,MF,21.0,10,6,633,7.0,1,1,2,1,0,0,1,0,1.5,1.5,1.7,3.2,5,32,18,0.14,0.14,0.28,0.14,0.28,0.21,0.24,0.45,0.21,0.45,2019,Goias,brasileirao,brasil
Marlone,br,MF,26.0,16,4,592,6.6,2,0,2,2,0,0,1,0,1.7,1.7,0.4,2.1,19,43,23,0.3,0.0,0.3,0.3,0.3,0.27,0.05,0.32,0.27,0.32,2019,Goias,brasileirao,brasil
Alan Ruschel,br,DF,29.0,9,4,435,4.8,1,0,1,1,0,0,4,0,0.6,0.6,0.2,0.9,8,8,14,0.21,0.0,0.21,0.21,0.21,0.13,0.05,0.18,0.13,0.18,2019,Goias,brasileirao,brasil
Breno,br,MF,18.0,11,3,382,4.2,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0.2,6,13,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,2019,Goias,brasileirao,brasil
Rafinha,br,FW,26.0,10,3,341,3.8,1,0,1,1,0,0,2,0,1.5,1.5,0.8,2.3,18,13,36,0.26,0.0,0.26,0.26,0.26,0.4,0.22,0.61,0.4,0.61,2019,Goias,brasileirao,brasil
Kevin,br,DF,21.0,4,3,249,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,16,7,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,2019,Goias,brasileirao,brasil
Douglas Friedrich,br,GK,30.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Bahia,brasileirao,brasil
Lucas Fonseca,br,DF,33.0,35,35,3113,34.6,0,1,1,0,0,0,2,0,0.4,0.4,0.1,0.6,9,72,0,0.0,0.03,0.03,0.0,0.03,0.01,0.0,0.02,0.01,0.02,2019,Bahia,brasileirao,brasil
Gregore,br,MF,24.0,34,34,3011,33.5,0,4,4,0,0,0,7,1,0.9,0.9,2.6,3.5,67,300,39,0.0,0.12,0.12,0.0,0.12,0.03,0.08,0.1,0.03,0.1,2019,Bahia,brasileirao,brasil
Artur,br,FW,20.0,32,32,2821,31.3,7,3,10,7,0,1,7,0,5.6,4.8,6.1,10.9,130,142,302,0.22,0.1,0.32,0.22,0.32,0.18,0.19,0.37,0.15,0.35,2019,Bahia,brasileirao,brasil
Moisés,br,DF,23.0,30,30,2566,28.5,0,2,2,0,0,0,4,1,1.2,1.2,3.7,4.9,70,90,98,0.0,0.07,0.07,0.0,0.07,0.04,0.13,0.17,0.04,0.17,2019,Bahia,brasileirao,brasil
Nino Paraíba,br,DF,33.0,29,28,2501,27.8,2,4,6,2,0,0,4,0,2.3,2.3,2.7,4.9,94,123,170,0.07,0.14,0.22,0.07,0.22,0.08,0.1,0.18,0.08,0.18,2019,Bahia,brasileirao,brasil
Juninho,br,DF,23.0,27,27,2430,27.0,1,0,1,1,0,0,1,0,1.7,1.7,0.1,1.9,15,68,6,0.04,0.0,0.04,0.04,0.04,0.06,0.0,0.07,0.06,0.07,2019,Bahia,brasileirao,brasil
Gilberto,br,FW,29.0,32,27,2336,26.0,14,3,17,8,6,6,2,0,15.6,10.9,2.1,13.0,25,37,134,0.54,0.12,0.65,0.31,0.42,0.6,0.08,0.68,0.42,0.5,2019,Bahia,brasileirao,brasil
Flávio,br,MF,22.0,28,27,2329,25.9,0,1,1,0,0,0,6,0,0.4,0.4,1.0,1.5,55,145,62,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,2019,Bahia,brasileirao,brasil
Élber,br,FW,26.0,31,24,1855,20.6,3,2,5,3,0,0,3,0,3.9,3.9,4.9,8.8,88,101,148,0.15,0.1,0.24,0.15,0.24,0.19,0.24,0.42,0.19,0.42,2019,Bahia,brasileirao,brasil
Fernandão,br,FW,31.0,32,11,1095,12.2,5,0,5,3,2,2,1,1,5.7,4.1,1.0,5.1,9,23,77,0.41,0.0,0.41,0.25,0.25,0.47,0.08,0.55,0.34,0.42,2019,Bahia,brasileirao,brasil
João Pedro,br,MF,22.0,12,11,887,9.9,1,0,1,1,0,0,3,0,1.1,1.1,1.3,2.4,37,33,36,0.1,0.0,0.1,0.1,0.1,0.12,0.13,0.25,0.12,0.25,2019,Bahia,brasileirao,brasil
Lucca,br,FW,28.0,17,10,868,9.6,0,0,0,0,0,0,1,0,1.3,1.3,0.6,1.9,23,35,59,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19,2019,Bahia,brasileirao,brasil
Ronaldo,br,MF,22.0,14,10,839,9.3,0,0,0,0,0,0,4,1,0.3,0.3,0.9,1.1,10,40,18,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,2019,Bahia,brasileirao,brasil
Arthur,br,MF,26.0,29,9,1124,12.5,6,1,7,5,1,1,5,2,6.5,5.7,1.4,7.1,25,26,107,0.48,0.08,0.56,0.4,0.48,0.52,0.11,0.63,0.46,0.57,2019,Bahia,brasileirao,brasil
Eric Ramires,br,MF,18.0,14,9,760,8.4,0,0,0,0,0,0,2,0,0.5,0.5,0.8,1.3,12,29,24,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,2019,Bahia,brasileirao,brasil
Giovanni Palmieri,br,DF,29.0,10,8,757,8.4,0,0,0,0,0,0,1,0,0.1,0.1,0.9,0.9,17,40,31,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,2019,Bahia,brasileirao,brasil
Ernando,br,DF,30.0,8,8,720,8.0,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,4,7,1,0.12,0.0,0.12,0.12,0.12,0.08,0.01,0.09,0.08,0.09,2019,Bahia,brasileirao,brasil
Alejandro Guerra,ve,MF,33.0,17,8,697,7.7,1,2,3,1,0,0,6,0,1.2,1.2,1.1,2.2,13,46,44,0.13,0.26,0.39,0.13,0.39,0.15,0.14,0.29,0.15,0.29,2019,Bahia,brasileirao,brasil
Elton,br,MF,28.0,9,7,607,6.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,11,43,9,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,2019,Bahia,brasileirao,brasil
Douglas,br,MF,22.0,7,7,593,6.6,0,0,0,0,0,0,1,0,0.4,0.4,1.1,1.4,10,33,10,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,2019,Bahia,brasileirao,brasil
Wanderson,br,DF,27.0,7,5,488,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Bahia,brasileirao,brasil
Ezequiel,br,DF,25.0,6,5,443,4.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,8,9,9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2019,Bahia,brasileirao,brasil
Marco Antônio,br,MF,21.0,6,3,345,3.8,1,1,2,1,0,0,0,0,0.2,0.2,1.2,1.4,16,17,20,0.26,0.26,0.52,0.26,0.52,0.05,0.31,0.36,0.05,0.36,2019,Bahia,brasileirao,brasil
Yago Pikachu,br,DF,26.0,36,36,3186,35.4,5,2,7,0,5,7,7,0,7.7,2.3,4.0,6.2,66,181,137,0.14,0.06,0.2,0.0,0.06,0.22,0.11,0.33,0.06,0.18,2019,Vasco da Gama,brasileirao,brasil
Fernando Miguel,br,GK,33.0,30,30,2655,29.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Vasco da Gama,brasileirao,brasil
Marrony,br,FW,19.0,34,30,2632,29.2,4,2,6,4,0,0,9,1,7.4,7.4,5.8,13.3,71,57,154,0.14,0.07,0.21,0.14,0.21,0.25,0.2,0.45,0.25,0.45,2019,Vasco da Gama,brasileirao,brasil
Raul,br,MF,22.0,30,28,2460,27.3,1,3,4,1,0,0,9,0,2.9,2.9,3.0,5.9,32,129,86,0.04,0.11,0.15,0.04,0.15,0.11,0.11,0.22,0.11,0.22,2019,Vasco da Gama,brasileirao,brasil
Oswaldo Henríquez,co,DF,29.0,27,27,2430,27.0,1,1,2,1,0,0,5,0,1.6,1.6,0.4,2.0,4,54,9,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07,2019,Vasco da Gama,brasileirao,brasil
Rossi,br,FW,25.0,29,26,2234,24.8,2,4,6,1,1,2,9,0,6.2,4.7,4.5,9.1,99,92,224,0.08,0.16,0.24,0.04,0.2,0.25,0.18,0.43,0.19,0.37,2019,Vasco da Gama,brasileirao,brasil
Richard,br,MF,24.0,25,25,2198,24.4,0,1,1,0,0,0,9,0,0.8,0.8,0.8,1.6,15,94,18,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.06,0.03,0.06,2019,Vasco da Gama,brasileirao,brasil
Leandro Castán,br,DF,32.0,22,22,1974,21.9,2,1,3,2,0,0,8,1,1.6,1.5,0.6,2.1,3,19,2,0.09,0.05,0.14,0.09,0.14,0.07,0.03,0.1,0.07,0.1,2019,Vasco da Gama,brasileirao,brasil
Henrique,br,DF,24.0,21,20,1709,19.0,0,0,0,0,0,0,6,0,0.5,0.5,1.3,1.8,52,52,67,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,2019,Vasco da Gama,brasileirao,brasil
Marcos Júnior,br,MF,23.0,27,18,1693,18.8,3,0,3,3,0,0,5,0,3.1,3.1,1.8,4.8,49,122,85,0.16,0.0,0.16,0.16,0.16,0.16,0.09,0.26,0.16,0.26,2019,Vasco da Gama,brasileirao,brasil
Danilo Barcelos,br,DF,27.0,21,18,1661,18.5,2,2,4,1,1,1,5,1,2.4,1.7,4.1,5.8,27,77,74,0.11,0.11,0.22,0.05,0.16,0.13,0.22,0.35,0.09,0.31,2019,Vasco da Gama,brasileirao,brasil
Ricardo,br,DF,21.0,18,18,1532,17.0,1,0,1,1,0,0,2,1,0.3,0.3,0.4,0.7,7,40,2,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04,2019,Vasco da Gama,brasileirao,brasil
Ribamar,br,FW,21.0,21,15,1162,12.9,3,0,3,3,0,0,0,0,5.9,5.9,0.3,6.2,20,14,55,0.23,0.0,0.23,0.23,0.23,0.46,0.02,0.48,0.46,0.48,2019,Vasco da Gama,brasileirao,brasil
Talles Magno,br,FW,16.0,15,12,1065,11.8,2,0,2,2,0,0,4,0,3.0,3.0,0.6,3.6,54,42,92,0.17,0.0,0.17,0.17,0.17,0.26,0.05,0.31,0.26,0.31,2019,Vasco da Gama,brasileirao,brasil
Andrey Ramos do Nascimento,br,MF,20.0,17,9,829,9.2,1,1,2,1,0,0,2,0,0.7,0.7,0.7,1.4,17,66,20,0.11,0.11,0.22,0.11,0.22,0.08,0.07,0.15,0.08,0.15,2019,Vasco da Gama,brasileirao,brasil
Fredy Guarín,co,MF,32.0,12,9,799,8.9,3,0,3,3,0,0,3,0,1.2,1.2,1.6,2.8,20,38,31,0.34,0.0,0.34,0.34,0.34,0.14,0.18,0.32,0.14,0.32,2019,Vasco da Gama,brasileirao,brasil
Werley,br,DF,30.0,8,7,670,7.4,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,4,17,1,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,2019,Vasco da Gama,brasileirao,brasil
Sidão,br,GK,36.0,7,6,585,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Vasco da Gama,brasileirao,brasil
Raúl Cáceres,py,DF,27.0,7,6,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,1.3,1.3,13,19,32,0.0,0.0,0.0,0.0,0.0,0.01,0.24,0.24,0.01,0.24,2019,Vasco da Gama,brasileirao,brasil
Bruno Gomes,br,MF,17.0,8,6,435,4.8,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,7,21,5,0.21,0.0,0.21,0.21,0.21,0.02,0.02,0.04,0.02,0.04,2019,Vasco da Gama,brasileirao,brasil
Fellipe Bastos,br,MF,28.0,14,5,574,6.4,1,0,1,1,0,0,4,0,2.1,2.1,0.5,2.5,7,33,7,0.16,0.0,0.16,0.16,0.16,0.32,0.07,0.4,0.32,0.4,2019,Vasco da Gama,brasileirao,brasil
Bruno César,br,MF,30.0,13,5,512,5.7,2,0,2,2,0,1,2,0,1.4,0.6,1.1,1.8,8,24,34,0.35,0.0,0.35,0.35,0.35,0.25,0.2,0.45,0.11,0.31,2019,Vasco da Gama,brasileirao,brasil
Maxi López,ar,FW,34.0,5,5,417,4.6,2,0,2,1,1,1,1,0,1.5,0.7,0.1,0.8,2,4,11,0.43,0.0,0.43,0.22,0.22,0.33,0.02,0.35,0.16,0.18,2019,Vasco da Gama,brasileirao,brasil
Nino,br,DF,21.0,36,36,3236,36.0,1,1,2,1,0,0,8,0,1.0,1.0,1.2,2.2,18,81,4,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06,2019,Fluminense,brasileirao,brasil
Caio Henrique Oliveira Silva,br,DF,21.0,35,35,3150,35.0,1,2,3,1,0,0,1,0,1.8,1.8,5.6,7.4,182,200,276,0.03,0.06,0.09,0.03,0.09,0.05,0.16,0.21,0.05,0.21,2019,Fluminense,brasileirao,brasil
Yony González,co,MF,24.0,34,34,2915,32.4,6,2,8,6,0,0,3,0,9.7,9.7,4.3,14.0,92,57,327,0.19,0.06,0.25,0.19,0.25,0.3,0.13,0.43,0.3,0.43,2019,Fluminense,brasileirao,brasil
Gilberto,br,DF,25.0,31,31,2743,30.5,0,2,2,0,0,0,2,0,1.3,1.3,2.7,4.0,134,125,188,0.0,0.07,0.07,0.0,0.07,0.04,0.09,0.13,0.04,0.13,2019,Fluminense,brasileirao,brasil
Allan,br,MF,21.0,28,28,2496,27.7,0,1,1,0,0,0,13,1,1.7,1.7,1.4,3.1,53,180,33,0.0,0.04,0.04,0.0,0.04,0.06,0.05,0.11,0.06,0.11,2019,Fluminense,brasileirao,brasil
Danielzinho,br,MF,23.0,30,28,2326,25.8,1,3,4,1,0,0,3,0,2.2,2.2,5.0,7.2,85,272,101,0.04,0.12,0.15,0.04,0.15,0.09,0.19,0.28,0.09,0.28,2019,Fluminense,brasileirao,brasil
Ganso,br,MF,29.0,28,26,2244,24.9,2,0,2,1,1,1,7,0,3.6,2.8,3.3,6.1,31,274,72,0.08,0.0,0.08,0.04,0.04,0.14,0.13,0.28,0.11,0.24,2019,Fluminense,brasileirao,brasil
Muriel Becker,br,GK,31.0,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Fluminense,brasileirao,brasil
Yuri Oliveira Lima,br,MF,24.0,25,21,1808,20.1,0,0,0,0,0,0,9,0,0.7,0.7,0.9,1.6,24,129,9,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08,2019,Fluminense,brasileirao,brasil
Digão,br,DF,30.0,21,21,1756,19.5,1,0,1,1,0,0,5,2,0.9,0.9,0.4,1.3,6,60,2,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.07,0.05,0.07,2019,Fluminense,brasileirao,brasil
Nenê,br,MF,37.0,25,19,1615,17.9,3,2,5,2,1,1,5,1,4.4,3.6,3.9,7.6,52,139,152,0.17,0.11,0.28,0.11,0.22,0.25,0.22,0.47,0.2,0.42,2019,Fluminense,brasileirao,brasil
João Pedro,br,FW,17.0,25,18,1694,18.8,4,1,5,4,0,0,1,0,7.1,7.1,2.8,9.9,42,45,156,0.21,0.05,0.27,0.21,0.27,0.38,0.15,0.53,0.38,0.53,2019,Fluminense,brasileirao,brasil
Marcos Paulo,br,FW,17.0,24,16,1391,15.5,4,4,8,4,0,0,0,0,4.0,4.0,2.8,6.8,34,69,166,0.26,0.26,0.52,0.26,0.52,0.26,0.18,0.44,0.26,0.44,2019,Fluminense,brasileirao,brasil
Igor Julião,br,DF,24.0,15,8,796,8.8,0,0,0,0,0,0,3,0,0.3,0.3,1.1,1.4,29,27,68,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,2019,Fluminense,brasileirao,brasil
Airton,br,MF,28.0,11,8,461,5.1,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.2,1,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2019,Fluminense,brasileirao,brasil
Pedro,br,FW,21.0,10,7,628,7.0,5,0,5,3,2,2,0,0,4.7,3.1,1.1,4.2,11,11,49,0.72,0.0,0.72,0.43,0.43,0.67,0.15,0.83,0.45,0.6,2019,Fluminense,brasileirao,brasil
